avg_cosine_center,cosine_with_top1,cosine_with_top2,cosine_with_top3,cosine_with_top4,cosine_with_top5,device_id,url
0.22400000000000003,0.47000000000000003,0.39,0.3,0.26,0.22,8e202c6f06f56588e9d43604e1e01f03a640b19a,http://news.sina.com.cn/s/2018-06-21/doc-ihefphqm1347599.shtml
0.25800000000000006,0.41000000000000003,0.37,0.34,0.32,0.29,398056e5411da73ad3735a56c9a854b47b08da6a,https://mp.weixin.qq.com/s/YN_Y1j_IJBJCdlmgeRzTSA
0.174,0.46,0.33,0.21,0.17,0.17,e823864dab8075750953b1d012c7d98c6bb3d64b,http://www.yn.xinhuanet.com/health/2018-06/21/c_137270264.htm
0.22999999999999998,0.51,0.36,0.27,0.27,0.26,aca6d7b8721c1ecd23c333437491f3ee2d39aefb,http://go.rss.sina.com.cn/redirect.php?url=http://news.sina.com.cn/o/2018-06-22/doc-ihefphqm3636817.shtml
0.3,0.7000000000000001,0.44,0.4,0.33,0.3,2c1717935e0306b5ac832a5ac74de8dcd7d0a8ac,http://bbs.tianya.cn/post-934-173408-1.shtml?event=rss%7Crss_web
0.27599999999999997,0.73,0.44,0.33,0.3,0.2,1693a2f5615685275c96764e22686013960b383b,https://www.zuinow.com/n9238779.html
0.217,0.49,0.29,0.25,0.23,0.2,D3H0218119017038,http://www.zhihu.com/question/54171949/answer/425046865?utm_campaign=rss&utm_medium=rss&utm_source=rss&utm_content=title
0.182,0.32,0.31,0.23,0.22,0.21,40e8573f73764cdbb23f21fbd9e612a781ec7d71,https://mp.weixin.qq.com/s/CyRZ5oN4kZ55coRDg2FEng
0.22400000000000003,0.48,0.37,0.28,0.25,0.21,b4798920d77be24ef2a2f82544aefe9847f2cf0c,http://m2.people.cn/r/MV8wXzExMjI5NzU0XzMxXzE1MzA1ODE1Mjk=
0.25,0.48,0.44,0.36,0.23,0.21,17568cf4,http://www.geekpark.net/news/230696
0.12999999999999998,0.5,0.22,0.16,0.15,0.13,N8K5T17510002483,http://ent.sina.com.cn/m/c/2018-06-25/doc-ihencxtu0421165.shtml
0.19,0.53,0.28,0.23,0.19,0.19,32a30ff1e462988e3be1147e232bf6f588f7a394,http://m2.people.cn/r/MV8wXzExMTg5MTUwXzU4XzE1Mjk4OTEwMTU=
0.23500000000000001,0.4,0.34,0.31,0.28,0.21,361f7938e64e8aaf649f40fd2df1b08ddb3f85df,http://sspai.com/post/45516
0.24699999999999997,0.53,0.34,0.33,0.29,0.25,5a7cc0655ffb3422caa596dc58b3f9c3e0d35991,https://www.jiemian.com/article/2252089.html
0.18777777777777782,0.41000000000000003,0.33,0.24,0.21,0.2,U10AFCPH235TW,https://mp.weixin.qq.com/s/CS4c6fbTnHeWCijniL3VxQ
0.279,0.53,0.45,0.39,0.34,0.3,26976e478ed7fb8c09826fbad80ab0178d92dad3,http://tech.qq.com/a/20180621/006031.htm
0.16299999999999998,0.58,0.22,0.19,0.16,0.13,SJE7N17608004016,http://news.163.com/18/0626/21/DL8NKLC90001899N.html
-100.0,,,,,,82113ce721a97741f0d5515ee134c034c4198797,https://www.miaopai.com/show/9Mqv08DW9HcoEbXCIr2X5GVGyerhvyvjZJ41tw__.htm
0.126,0.26,0.23,0.19,0.18,0.13,e90ee302a818e9838af14093bd9bc1f63dcd61cd,http://news.ifeng.com/a/20180702/58962478_0.shtml
0.24899999999999997,0.42,0.37,0.32,0.26,0.26,1dbe9b518e4e9603f19c9932c23a810a9c8eb2e2,http://www.morningpost.com.cn/2018/0621/1720400.shtml
0.23399999999999993,0.41000000000000003,0.34,0.34,0.32,0.29,TA05309JBZ,https://news.dahe.cn/2018/07-02/335944.html
0.153,0.55,0.34,0.23,0.17,0.14,348a129a44157e5eb40ac995a9a7bca90f42d33e,http://tech.qq.com/a/20180705/005434.htm
0.229,0.4,0.36,0.32,0.3,0.26,06cc48f654d4a85fd153b464d9bdfdaecdd0cce7,http://m2.people.cn/r/MV8wXzExMjM2NTI2XzU4XzE1MzA2NzAzNDk=
0.169,0.4,0.31,0.29,0.17,0.12,b56df5b6718b041d44340bcc05ecdb995556e2fc,https://www.huxiu.com/article/250185.html?f=chouti
0.138,0.34,0.26,0.24,0.17,0.13,06e89ea1c53c08e11ce680e6d60d78e89540f3e6,https://mp.weixin.qq.com/s/f9ExCuiDhuK1d3MctOu5lg
0.152,0.58,0.38,0.16,0.16,0.09,22b48c07d68a19c43e4967a4b6afcd12e98047c6,http://world.huanqiu.com/exclusive/2018-06/12336434.html
0.223,0.66,0.3,0.27,0.25,0.2,8f9ec4a0,http://news.qingdaonews.com/shehui/2018-06/27/content_20169183.htm
-100.0,,,,,,ba30a8f4ac2727a5e08c90ed4181a7df41f6d1bb,http://bbs.tianya.cn/post-motss-846381-1.shtml?event=rss%7Crss_web
0.203,0.41000000000000003,0.39,0.36,0.36,0.19,1d9c672,http://2018.ifeng.com/a/20180701/58956079_0.shtml
0.138,0.31,0.27,0.26,0.25,0.12,BTFDU17107005514,https://health.ettoday.net/news/1195921?from=chouti_et_news
0.063,0.17,0.17,0.13,0.1,0.09,CSXDU17904001496,http://2018.163.com/18/0702/04/DLMEFAF7000598U2.html
0.146,0.31,0.29,0.24,0.22,0.18,792QBER622GSU,http://2018.sina.com.cn/esp/2018-07-02/doc-ihespqry2651953.shtml
0.22599999999999998,0.5,0.28,0.28,0.22,0.21,1ca5dfe6fc0df40147aabfb9fd5a5c431fe62d6a,http://news.163.com/18/0625/15/DL5HAGSU0001875P.html
-100.0,,,,,,5a4a517e541b6f5bdfdaecc139a7ab0a2ada8a9b,https://www.miaopai.com/show/RSPmW~XJGFc2bv3pF4XSjkC-XiWLHU5wZMJGEQ__.htm
0.126,0.21,0.21,0.2,0.18,0.16,bfe69cbbd99f7a15297a117673949b6d1bab661a,https://mp.weixin.qq.com/s/GntHGk-wZy0pQaNt-Op3SQ
0.095,0.35000000000000003,0.26,0.18,0.09,0.09,3ae304b4ea2ddb7e36653d40d712ff7663f5e518,https://mp.weixin.qq.com/s/KDAf5MFSzuhTX5Njpd_iDA
0.20333333333333337,0.46,0.39,0.14,0.14,0.13,721QECRD2F4E2,http://ent.sina.com.cn/y/ygangtai/2018-06-27/doc-iheqpwqx7052537.shtml
0.14500000000000005,0.47000000000000003,0.33,0.15,0.11,0.11,aab3a94314290e1772debff204b61aa5a39d6e93,http://www.xinhuanet.com/world/2018-07/02/c_129905054.htm
-100.0,,,,,,ecaef97edd473470c03892845725d4064b640e9a,https://china.kyodonews.net/news/2018/06/acb49ce4c1a2.html
0.175,0.72,0.33,0.24,0.19,0.15,d0c9c0e62ad7b0cd40715b70e6d4fa2bb5e71fb8,http://news.163.com/18/0702/04/DLMCBNR400018AOP.html
0.16,0.42,0.28,0.24,0.21,0.16,f7a4ba8ee360d538f81a205146f77b887216b9a6,http://sports.ynet.com/2018/06/26/1275780t1062.html
0.186,0.62,0.42,0.2,0.14,0.14,PBV7N16929000310,http://sputniknews.cn/russia/201806221025719449/
0.20750000000000002,0.47000000000000003,0.43,0.27,0.15,0.12,d0df0c8cceb2e949ec9f6f6631c04989cfdfb12e,http://mil.news.sina.com.cn/china/2018-06-23/doc-iheirxye5352513.shtml
0.229,0.42,0.4,0.38,0.23,0.22,39ea33bf7b89e60f26b4623ec68c1b500ee65efd,http://bbs.tianya.cn/post-funinfo-7654523-1.shtml?event=rss%7Crss_web
0.157,0.6,0.16,0.15,0.14,0.13,d081b1cb63083a36d89da8eb6df011b1c616f19b,http://tech.ifeng.com/a/20180624/45036385_0.shtml
0.253,0.61,0.41000000000000003,0.31,0.3,0.21,a9351c3ee9da268736022204c8c4a1187519c6bf,http://finance.sina.com.cn/zl/china/2018-07-03/zl-ihevauxi3263839.shtml
0.09099999999999998,0.33,0.18,0.18,0.14,0.08,ced60f0a8f2fb9bbb7587402376e08069b6de002,https://cinehello.com/videos/3639
0.188,0.47000000000000003,0.38,0.27,0.19,0.18,81521aefd8892f0c2e6cf35327ef2a53c80d051b,http://bj.people.com.cn/n2/2018/0701/c82838-31763628.html
0.24299999999999997,0.53,0.32,0.29,0.27,0.25,3bf279f69957c574f8fe01e1f7f91bf9d9b96799,http://www.thepaper.cn/newsDetail_forward_2236568
0.236,0.52,0.33,0.3,0.27,0.25,69ef6d5f3c32ee659b240a333200859116ecef6d,http://www.thepaper.cn/newsDetail_forward_2216705
0.233,0.48,0.4,0.3,0.26,0.25,360d012,http://tech.qq.com/a/20180630/015997.htm
0.22599999999999998,0.66,0.28,0.24,0.23,0.2,a63fe54c,http://m.techweb.com.cn/article/2018-07-02/2681540.shtml
0.16142857142857145,0.54,0.17,0.13,0.11,0.11,c0a7347a8699f91ca5773fba197a2ffe8b70cb5a,http://mobile2.itanzi.com/api2/a/928771?for=rss&rss=chouti
0.22199999999999998,0.37,0.32,0.26,0.24,0.21,N8K5T17214015225,http://sputniknews.cn/society/201807011025782243/
0.21300000000000002,0.53,0.49,0.33,0.18,0.18,c0011e67d696c0ef7a6d25819c19097f9dc93130,http://news.pedaily.cn/201806/433019.shtml
-100.0,,,,,,2828c8c0,https://china.kyodonews.net/news/2018/06/d0a0007c2d92-25.html
0.1,0.58,0.27,0.19,0.08,0.07,99ff39b4c0bc20658b5f8c90aeb57cb2de691241,https://hot.cnbeta.com/articles/movie/742199
0.12400000000000003,0.2,0.19,0.18,0.16,0.15,4d8c499190d76959659db0d57b1f79eb9ceee989,http://sports.sina.com.cn/basketball/nba/2018-07-02/doc-ihespqry4078245.shtml
0.157,0.38,0.38,0.28,0.25,0.12,69DDU16601020193,http://bbs.tianya.cn/post-develop-2298895-1.shtml?event=rss%7Crss_web
-100.0,,,,,,22917392fe782757d6e3c4c58b7c511414e23270,http://video.sina.com.cn/p/mil/doc/2018-07-03/194468914106.html
0.20600000000000002,0.44,0.37,0.26,0.24,0.24,8f073b0,https://m.baidu.com/sf?pd=realtime_article&openapi=1&dispName=iphone&from_sf=1&resource_id=4584&word=%E7%BB%BF%E5%9F%8E&title=%E7%BD%91%E6%98%93%E8%B4%A2%E7%BB%8F&keysign=http%3A%2F%2Fmoney.163.com%2F18%2F0702%2F10%2FDLN317BS00258105.html&source=realtime_a&fks=c64739&lid=10815999603074962397&
0.04400000000000001,0.12,0.1,0.1,0.05,0.04,e090d385a92e20358f9d215c06b4a1b4d29396ae,http://news.163.com/18/0628/08/DLCGSURQ0001875N.html
0.31100000000000005,0.51,0.49,0.49,0.35000000000000003,0.34,ce0917196b0a1cb50c7e,http://go.rss.sina.com.cn/redirect.php?url=http://news.sina.com.cn/s/2018-06-23/doc-iheirxye4298933.shtml
0.1416666666666667,0.33,0.23,0.12,0.11,0.04,721QECRD2F4E2,http://zhuanlan.zhihu.com/p/38511362?utm_campaign=rss&utm_medium=rss&utm_source=rss&utm_content=title
-100.0,,,,,,902ce016,http://news.163.com/18/0628/17/DLDH6M790001875P.html
0.197,0.34,0.3,0.29,0.24,0.22,e3331e0cae77f992ef5edd1b3cf5c93756e1cac0,http://www.anitama.cn/article/acc010bcaa0ff85f
0.027000000000000003,0.17,0.15,0.1,0.05,0.03,ed76d554e87e5a74d592193e9b75d016c9d9a00b,https://mp.weixin.qq.com/s/0euF02iRDoQriaZgYQ2raQ
0.14700000000000002,0.3,0.26,0.21,0.16,0.13,9f9c0404fc6f89491d1ced67b66f3939c2d1e305,http://mobile2.itanzi.com/api2/a/924438?for=rss&rss=chouti
0.016999999999999994,0.29,0.05,0.04,0.02,0.01,486aa77cd63527558ae199a476730aceab2f6bf5,https://www.thepaper.cn/newsDetail_forward_2216170
0.16299999999999998,0.43,0.38,0.19,0.18,0.17,7bf74259a779b21bf521d55c88cf011678bee02f,https://www.zuinow.com/n9343435.html
0.14400000000000002,0.35000000000000003,0.27,0.27,0.2,0.11,29c74293c30381a8f65368babd5269819c2091da,https://www.jiemian.com/article/2254925.html
-100.0,,,,,,5ec3f3e6,https://star.ettoday.net/news/1199613?from=chouti_et_news　
0.30100000000000005,0.45,0.42,0.41000000000000003,0.38,0.37,4535bd36999afb54be1a4d487c43076c9d9170a5,http://go.rss.sina.com.cn/redirect.php?url=http://news.sina.com.cn/s/2018-06-23/doc-iheirxye4823411.shtml
0.31899999999999995,0.54,0.48,0.4,0.36,0.32,90a10f2d1f00d6bb7ec579de9b63a89f528b9b9b,https://www.jiemian.com/article/2255342.html
0.21600000000000003,0.42,0.33,0.31,0.24,0.22,a7c2698addc70d862f8b8edc253fe38f698cea71,http://news.jxntv.cn/2018/0621/8909972.shtml
0.263,0.61,0.53,0.44,0.27,0.19,f7a4ba8ee360d538f81a205146f77b887216b9a6,http://www.lzbs.com.cn/whsh/2018-07/04/content_4399485.htm
0.12100000000000002,0.41000000000000003,0.29,0.26,0.17,0.1,d7b326a47740961bc984bd863ab2b2d432539f83,http://www.guancha.cn/ZhuXiaoYang/2018_06_22_460941_s.shtml
0.295,0.61,0.39,0.38,0.35000000000000003,0.29,9cb15728927dfaf69e5784eb40269b822645893f,http://tech.huanqiu.com/internet/2018-07/12388394.html
0.209,0.62,0.44,0.38,0.19,0.15,KWG7N16330005295,http://www.thepaper.cn/newsDetail_forward_2231708
0.12000000000000001,0.24,0.19,0.16,0.15,0.11,A5R7N18302001781,https://bbs.hupu.com/22731799.html
0.11400000000000002,0.27,0.16,0.14,0.14,0.13,1c850b3112323e326cf4ed80dca244e2f064eb63,http://news.stnn.cc/sport/2018/0621/555997.shtml
0.13799999999999998,0.35000000000000003,0.24,0.19,0.19,0.15,PBV7N16929000310,https://www.jiemian.com/article/2274241.html
0.15799999999999997,0.4,0.27,0.26,0.17,0.13,2fc09c24eca40fb15387658057dec522a787f2dd,http://news.163.com/18/0701/11/DLKH251J0001875P.html
0.13899999999999998,0.54,0.25,0.17,0.12,0.1,a643ae6406296c8d033e38063b4a9fba874ebed8,http://mil.qianlong.com/2018/0621/2650226.shtml
0.259,0.43,0.38,0.35000000000000003,0.34,0.26,c7280718332540655dd986e26d5dd78cd3eb2ff2,http://go.rss.sina.com.cn/redirect.php?url=http://blog.sina.com.cn/s/blog_621571b70102y1o1.html
-100.0,,,,,,e652a72,http://sports.sina.com.cn/arg/2018-06-26/doc-ihencxtu1323711.shtml
0.194,0.36,0.33,0.28,0.27,0.22,971caf83,http://www.52toys.com/post/1017858.html
0.16,0.26,0.06,,,,e706c32b2eb2dafd54dc1bc1deb78a3a37832e1d,http://mobile2.itanzi.com/api2/a/903942?for=rss&rss=chouti
0.20099999999999998,0.44,0.32,0.29,0.22,0.2,5dccf212a2f414dfd2dc1745bbc68ea2c8be05d3,https://asahichinese-j.com/society/11581245
0.21399999999999997,0.48,0.42,0.3,0.23,0.23,3fce5106,http://world.huanqiu.com/exclusive/2018-06/12336202.html
0.197,0.42,0.41000000000000003,0.3,0.22,0.19,56a732764ed249a3368ab9ca647ee8f08427976b,http://bbs.tianya.cn/post-free-5922995-1.shtml?event=rss%7Crss_web
0.05299999999999999,0.46,0.15,0.09,0.05,0.01,cf8f4ebff30dc3c0fff99b7012f4b847d89019b0,http://mobile2.itanzi.com/api2/a/929705?for=rss&rss=chouti
0.23199999999999998,0.63,0.47000000000000003,0.43,0.24,0.18,1a3cfeb8dfbecfbf38146ece52517abfc61ed614,http://news.sina.com.cn/w/2018-06-30/doc-ihespqrx5725750.shtml
0.209,0.5,0.3,0.26,0.24,0.22,0e8a0c41a1d2e845f4a3c9724733fdf3f4f671b2,http://wemedia.ifeng.com/67162532/wemedia.shtml?_cpb_xinxiliu_xgtj
0.292,0.71,0.42,0.39,0.31,0.29,0dd606cdfa475cbe8fef49057ca3b59df39d7405,http://www.chinanews.com/ga/2018/06-26/8546975.shtml
0.23300000000000004,0.61,0.45,0.26,0.22,0.17,34856afe7d04,http://news.stnn.cc/hk_taiwan/2018/0621/556029.shtml
0.182,0.34,0.22,0.21,0.21,0.19,73f36b12,https://item.btime.com/45d38bh5u2f9lo86qcl5q1jgls5
0.146,0.35000000000000003,0.18,0.18,0.15,0.14,0dea4f2cd9e8f6510658c6e821740cd2225e6ff7,http://news.163.com/18/0625/17/DL5OBLMR0001875P.html
0.087,0.38,0.16,0.14,0.13,0.08,8f0e4aa190bb3bc6d8c764c28af01c83a86a81c0,http://www.thepaper.cn/newsDetail_forward_2208681
-100.0,,,,,,TPG4C17C15012377,https://www.miaopai.com/show/z5h00BZoHkT7FU51P4eI0SreEQckMUQ5nm118g__.htm
0.201,0.48,0.38,0.3,0.27,0.23,CSXDU17816001488,https://www.douban.com/note/680103348/
0.15333333333333332,0.18,0.16,0.12,,,1b082cd8bc80b8e535aacefed159632155a7de84,https://www.thepaper.cn/newsDetail_forward_2228186
0.154,0.54,0.32,0.16,0.14,0.13,e3e00eac6ec524accd46fb672b65d999cafb81fc,http://news.163.com/18/0705/08/DLUJ77P20001875O.html
-100.0,,,,,,2c26e7eb,https://www.ettoday.net/news/20180623/1197307.htm?from=chouti_et_news　
0.030000000000000006,0.31,0.12,0.12,0.07,0.0,b8993182e6f5c205f95ec7de56427e89b54ed9bc,https://www.jiemian.com/article/2255815.html
0.121,0.23,0.22,0.21,0.16,0.14,45a92216f1479da107323c38d87db8d09984e21d,http://www.zhihu.com/question/283107484/answer/429332178?utm_campaign=rss&utm_medium=rss&utm_source=rss&utm_content=title
0.203,0.43,0.33,0.32,0.25,0.16,03631113b89d0c66e0e6cad7e09cce70c6220e09,https://money.163.com/18/0626/21/DL8POQG400258169.html
0.27899999999999997,0.55,0.51,0.36,0.34,0.24,5EF0217C27000438,http://news.163.com/18/0627/20/DLB7E2KM0001899N.html
0.20799999999999996,0.45,0.43,0.21,0.2,0.19,568b714adc122985757024402087e13e14a589c3,http://news.mtime.com/2018/06/28/1581925.html
0.092,0.22,0.22,0.19,0.18,0.07,5be2c465,http://go.rss.sina.com.cn/redirect.php?url=http://news.sina.com.cn/w/2018-07-04/doc-ihevauxk0877467.shtml
0.21571428571428572,0.53,0.32,0.17,0.16,0.15,2f8230f47045fa1c7b0cf00cefd93bcfa7105e2f,http://www.xinhuanet.com/politics/2018-06/30/c_1123057931.htm
0.11599999999999999,0.44,0.27,0.16,0.15,0.12,b56df5b6718b041d44340bcc05ecdb995556e2fc,http://sports.sina.com.cn/basketball/nba/2018-07-04/doc-ihevauxk1992513.shtml
0.14900000000000002,0.35000000000000003,0.19,0.19,0.18,0.16,faeb45732d4c02fab1bfed5827de28499b0b7aed,http://new.qq.com/omn/20180704/20180704A03FU2.html?pgv_ref=aio2015&ptlang=2052
0.238,0.5700000000000001,0.45,0.29,0.23,0.2,f772fdae97b085dd8aa9b25b80e6f07033078a1e,https://www.sohu.com/a/239374714_255783
0.201,0.33,0.27,0.25,0.23,0.22,ac8682a1ee8cac274d4613c3cc9272fd9ef4f925,http://finance.people.com.cn/n1/2018/0627/c1004-30089330.html
0.25599999999999995,0.47000000000000003,0.45,0.34,0.34,0.26,N8K5T16C26004487,http://news.163.com/18/0702/09/DLMT3SJU0001875P.html
0.155,0.26,0.05,,,,10d9296f,https://mp.weixin.qq.com/s/b2F0TNxfZNrUtPoH1vMQng
-100.0,,,,,,ecae26b468668a1c6ee1df0254a93752dccc785a,http://bbs.tianya.cn/post-develop-2299889-1.shtml?event=rss%7Crss_web
0.229,0.4,0.38,0.28,0.23,0.22,3ee8a8959c492813b334e981e39c0ef12a81d03f,https://3w.huanqiu.com/a/73af740365f662a5/7EfzEbhow4o?agt=8
0.13799999999999998,0.45,0.23,0.18,0.18,0.17,7060062cb32f7589b40b41060cdd92086c69c640,http://www.chinacqsb.com/appWebContent.htm?id=8a9bf347641b1d6d01641d535587022e
0.291,0.52,0.5,0.41000000000000003,0.38,0.26,0cdf0c18,http://news.sina.com.cn/s/2018-06-25/doc-ihencxtt8483607.shtml
0.24900000000000005,0.51,0.49,0.33,0.31,0.24,b0b1646d51617db402ccb21e2e7000cc96aa3938,https://www.pixivision.net/zh/a/3582
0.155,0.42,0.23,0.22,0.2,0.18,21d5981aafccc6d42836eb5d676a53ef33e508f6,https://wallstreetcn.com/articles/3348718
0.264,0.4,0.39,0.32,0.29,0.29,58b11a7e,https://mp.weixin.qq.com/s/igdZL_FWtRNaYPakD-BHaw
0.236,0.56,0.37,0.28,0.26,0.25,2EJ4C17B07003058,http://mobile2.itanzi.com/api2/a/929796?for=rss&rss=chouti
0.23899999999999996,0.51,0.45,0.38,0.36,0.35000000000000003,d3101b78530cdf8679a6cdcc7b469888ea4645c3,https://www.thepaper.cn/newsDetail_forward_2214768
0.20299999999999999,0.73,0.26,0.24,0.18,0.18,1c0b1e0072b8c1488d4ff0b201b8654e4fc15ee5,http://m2.people.cn/r/MV8wXzExMTg0OTc0XzU3XzE1Mjk3OTczNzk=
0.11699999999999999,0.28,0.24,0.14,0.13,0.11,WJX7N17A27006814,http://news.xhby.net/system/2018/06/21/030847364.shtml
0.155,0.63,0.27,0.22,0.21,0.17,2368c1,http://news.sina.com.cn/c/2018-06-26/doc-ihencxtu4972661.shtml
0.263,0.63,0.6,0.45,0.27,0.19,a00a792dcf8fc899f584d2094697cec6bea009c1,http://sspai.com/post/45472
0.09125,0.19,0.14,0.12,0.12,0.07,0d6d705c5bd1d16c3962ca3dda1e5c63d570d5b8,http://world.huanqiu.com/exclusive/2018-06/12365490.html
0.147,0.39,0.31,0.29,0.13,0.13,e42a7d254d919c03c3d1c2a5a9cabdf561b66596,https://wallstreetcn.com/articles/3342338
0.21000000000000002,0.51,0.37,0.36,0.34,0.16,GSLDU16621001200,http://ent.sina.com.cn/s/h/2018-06-21/doc-ihefphqm0020117.shtml
0.13500000000000004,0.63,0.28,0.16,0.1,0.08,cdeda9cf28a74134ebce4eff33d61b833ba32d34,http://health.hangzhou.com.cn/facial/content/2018-06/27/content_7026142.htm
0.09,0.09,,,,,0230a56bcc34bc48518f5498f460610a0ff40d41,http://www.guancha.cn/economy/2018_07_01_462212.shtml
0.52,0.52,,,,,f7061318579ef7437132ab96506cfd4411114025,https://www.thepaper.cn/newsDetail_forward_2226480
0.238,0.47000000000000003,0.36,0.28,0.26,0.24,870df4c44da1497c6785270f2185f524986bb5cb,http://news.163.com/18/0628/14/DLD67EHA0001875P.html
0.22400000000000003,0.39,0.35000000000000003,0.34,0.29,0.23,87a1a7069716d3d956c41b7502f81765b327c60b,https://mp.weixin.qq.com/s?__biz=MzU3NTA2OTc2Nw==&mid=2247531122&idx=4&sn=46b277464e2d00e35607f971ec3fcf3b&chksm=fd2af15aca5d784cef2895c00e7fd521df4fe4c85feadbdb0d8744031c22ab39b00d0745afaa#rd
0.15500000000000003,0.56,0.26,0.16,0.13,0.1,8e3f9595,http://m2.people.cn/r/MV8wXzExMTg0Nzk3XzIyXzE1Mjk3ODY0NDA=
0.244,0.45,0.45,0.29,0.27,0.26,5be2c465,http://news.163.com/18/0625/10/DL510CB60001899N.html
0.138,0.38,0.3,0.25,0.21,0.12,a8b28f61b75c2ec9426d8885a3610daeb41a134c,http://finance.youth.cn/finance_gdxw/201806/t20180630_11656240.htm
0.27375,0.43,0.4,0.37,0.35000000000000003,0.27,8a16ed5f47d8261b20829c4f097724d3b02e0f70,http://fm.m4.cn/2018-06/1343627.shtml
0.075,0.09,0.06,,,,a5494a133974fd93e658b6e4d698277e2de43ed2,http://www.52toys.com/post/1017849.html
0.08600000000000001,0.47000000000000003,0.18,0.07,0.06,0.06,edfef02734f171c8ed02194e631fe15af0d802d9,http://go.rss.sina.com.cn/redirect.php?url=http://news.sina.com.cn/w/2018-07-03/doc-ihevauxi6074729.shtml
0.177,0.4,0.26,0.26,0.22,0.22,0d01e5e1795ff784173bfc8fffc6989248139f18,http://www.toodaylab.com/75756
0.253,0.59,0.45,0.43,0.25,0.21,e19f6f29adfbbf4a0159000a2919b13a949b5ae4,http://go.rss.sina.com.cn/redirect.php?url=http://news.sina.com.cn/s/2018-06-22/doc-iheirxye1014884.shtml
0.22599999999999998,0.43,0.36,0.27,0.23,0.21,242fcb3b34f099b63bff00d2590bd119caa0bab9,http://go.rss.sina.com.cn/redirect.php?url=http://news.sina.com.cn/s/2018-06-26/doc-ihencxtu6253919.shtml
0.279,0.55,0.4,0.36,0.34,0.3,HMK7N17209018865,http://news.163.com/18/0702/16/DLNMJ69B0001875P.html
-100.0,,,,,,f25c449be47ee7324d1af757e7ad04d50c2d26c8,https://www.miaopai.com/show/s~fTCoTWpFwDzaVYZzKJ4G~TOnXWGy7gdcbAXQ__.htm
0.21500000000000002,0.44,0.37,0.27,0.24,0.2,2c1717935e0306b5ac832a5ac74de8dcd7d0a8ac,http://go.rss.sina.com.cn/redirect.php?url=http://news.sina.com.cn/s/2018-06-25/doc-iheirxyf3458196.shtml
0.209,0.42,0.36,0.3,0.25,0.22,5415a06a111b4d013020acc1543c76207fcb4611,http://www.ifanr.com/1058735?utm_source=rss&utm_medium=rss&utm_campaign=
0.29300000000000004,0.58,0.48,0.32,0.32,0.31,50f46a58,http://bbs.tianya.cn/post-funinfo-7653980-1.shtml?event=rss%7Crss_web
0.11500000000000002,0.24,0.23,0.18,0.13,0.12,b406d56e2148742cb2efc7691c5e95a98f82e59e,http://sports.sina.com.cn/cba/2018-07-01/doc-ihespqrx9931690.shtml
0.01,0.14,0.1,0.07,0.02,0.01,c43421d4,http://sports.sina.com.cn/cba/2018-07-04/doc-ihevauxk0149350.shtml
0.21500000000000002,0.52,0.37,0.27,0.26,0.26,2b4a75790f1f2779d0a12fdebf3251b97b59e382,http://go.rss.sina.com.cn/redirect.php?url=http://news.sina.com.cn/s/wh/2018-06-24/doc-iheirxyf2846561.shtml
0.268,0.61,0.32,0.32,0.32,0.29,98d17a580d1c1aa431213fa5b56f2b0573a0d67e,http://news.iqilu.com/china/gedi/2018/0623/3958359.shtml
0.23099999999999996,0.71,0.33,0.25,0.24,0.22,c53843f1eb7484043c202c69fb0ad5dd1cc709ce,http://sports.sina.com.cn/basketball/nba/2018-06-27/doc-ihencxtu8819225.shtml
0.19899999999999998,0.36,0.36,0.25,0.22,0.22,1666b0286db1c7cb44a0fdcd59e3a37e70b776da,http://news.cnhubei.com/xw/kj/201806/t4129674.shtml
0.20099999999999998,0.62,0.3,0.26,0.21,0.19,900897ab,http://taiwan.huanqiu.com/article/2018-06/12356677.html
-100.0,,,,,,ce071717ea566f2a047e,https://cinehello.com/videos/3804
0.07599999999999998,0.3,0.21,0.19,0.12,0.08,2457679918da7778135039e9bd2a34a62c27e26f,https://www.jiemian.com/article/2274570.html
0.196,0.42,0.3,0.2,0.19,0.19,8cfcd8a,http://m2.people.cn/r/MV8wXzExMjA2MTI2XzU4XzE1MzAxNDYzODM=
0.163,0.45,0.34,0.28,0.24,0.2,78e2911ad22d450b3aa1d966143d63e13560accc,http://www.qdaily.com/articles/54759.html
0.14500000000000002,0.36,0.3,0.21,0.18,0.16,03c76b3a2ad56797e3fc6a93084fff7626c6e0b6,https://bbs.hupu.com/22666557.html
0.10799999999999998,0.31,0.24,0.13,0.1,0.1,55CDU16C09009332,https://mp.weixin.qq.com/s/auWcs0bxDLuscmxY9S9p7g
0.21299999999999994,0.45,0.42,0.36,0.32,0.17,GSL0217407001976,https://t.cn/RreLElN?m=4257372661207350&u=5375583682
-100.0,,,,,,59f7522faf3ab932b570e51a37067cdc9deaea15,http://wuliaoo.com/xiaojiejiezhuanshen.html
0.18700000000000003,0.6900000000000001,0.22,0.2,0.17,0.15,0e4aa13f919a3fa39993f313571db5eca5561d6a,http://tech.ifeng.com/a/20180619/45030893_0.shtml
0.121,0.29,0.24,0.24,0.13,0.13,3ed99693b8bbc204d476563a6a24ff5d33268db8,http://bbs.tianya.cn/post-funinfo-7654902-1.shtml?event=rss%7Crss_web
0.06399999999999999,0.29,0.2,0.13,0.11,0.07,b2d4dd92,http://rus.katyusha.tv/zh-hans/node/456
